truck_id,duration,fill_volume,n_units,orders,from_warehouse,route_date,stops,total_distance
EyyBLUFsNEHnzRvj2MHrPd,9.376031441032596,79.271,127.0,ijsxHkjjocpyyr8P7HJNoJ > BNBzHgPRHosNz7z5E5enUo > dLCqDjqRB4Cv5YQPLHXKjn > UwEwUmnfBucjJZXC47K9RM,Reims,2021-01-28,Reims > Roubaix,170.02397995343725
NhUAcAUSjEMRtBc87TqM6B,3.898694942396964,74.4572,65.0,dKjKp9F3FrSxqn6nnU3PXW > WgBCvsy6dsa2xX7VADiCqH > gpbhAD4wjT93zydg5wKPwD,Reims,2021-01-28,Reims,0.0
SWjbwn6HCkLn8VRFAqGvBh,2.7761854673712056,76.27199999999999,48.0,EpeJ9NxGGsca4bgB8Esnjy,Reims,2021-01-28,Reims > Nancy,169.18166315102033
PeeLxnn828UbdiZyXh8fcC,1.8122252171626396,54.0984,79.0,b4xLXpZCskxdRYVxepYGfV > JQyTJKdNSUnokRRPMkj6ty,Reims,2021-01-28,Reims > Nancy > Mulhouse,304.5875619605621
BTU4XBn7PGAxgq77k6isS4,3.4978640035084685,61.66669999999999,82.0,RmXAqfdS2DNdnk8irFmntJ > aJiz5EHMu3W4gksu6DL8i5 > YoBbWyZP8q5Cgr9j3yBtf7 > i5AvCZHUkrmRN2YSzeJ2TG,Reims,2021-01-28,Reims > Metz,156.5367799735768
Xr7rmuyMyt7o8rwgmG6LTy,15.996127236766352,47.98789999999999,181.0,R5LhzyEivDXioebTqeiM8W > Z26ymfHRkxXkU9aGxraMP9 > Zx9LAUbjML79QJpAXBwcrR > dZ3bQmvdzp3GXdMjJC7iAt > HJ9XAydZVqU9K5ZZv6Ywik > HDNXqQACu3TQ5CRYhP8M8L > 8unzSphqPcKHgXVNzBUVYo,Reims,2021-01-28,Reims > Metz > Lille > Dijon > Colmar > Besançon > Belfort,1239.0564208153626
Wb79jEGJPauswK83YbJBAA,1.0691535125194802,60.7992,42.0,m4apjpDdY3StHSuqvwsFa5,Reims,2021-01-28,Reims > Belfort,275.0506714420403
HQKkNVVqxdfUGCy8rhnqQf,5.221124933496922,42.738600000000005,105.0,WuYd49EvYxyKxoTrTuJqQQ > exCMe6TQ584KPi3bD9F27e > VKuYsxWgQXzqreRe4ZWEB5 > DNtjFVG5mGckrK3E48Tezb > DDJpY5As2HfwL2PksJx7Gr,Avignon,2021-01-28,Avignon > Vénissieux > Valence,279.45662193939654
A5pyATYEnrCabVsjEvKD3o,6.676748184925692,61.1809,97.0,PsDQVSrqMmriQT86VEsZaC > JXDXvCdi7MNRcEHPX6Sxv7 > hwf72Kn6YoMSSR5buCeFLp,Avignon,2021-01-28,Avignon > Toulon > Nîmes,278.17627313933565
6DeDKnvCwU8giUyJHzDwT7,12.085787013027064,71.53330000000001,119.0,nruWgoSt2synduWnsYhUcC > cfmCXCVDkvJ52Ck4nfLXme > b4DDVz9HvDB33TquKm5A9w > Ya4vf495VrUvehP6SNMwid > BzUCbECyk9UkcSLSrn6cn4 > MyD6cgDqwWrWUKVafTKf5W,Avignon,2021-01-28,Avignon > Nîmes > Nice > Montélimar > Montpellier > La Seyne-sur-Mer,791.851434035671
ex7QbNn4yVaEE9uUqJY4i7,1.934413733295634,57.1974,83.0,UKGhePkKdDGVtctkCu9cqe > Hf23Bh22V6YmAsYGjdSTvo > VdAL452z39HuGkk2mbJgLn,Avignon,2021-01-28,Avignon > La Seyne-sur-Mer,128.26364796373855
2nARzfv8PGeTwPuwSSJdhU,0.561993434625334,30.9604,34.0,ZHj36Mhktc8HwdxrUyC7QR,Avignon,2021-01-28,Avignon > Hyères,141.10905082904353
QCseeJFGxzUAKSwuWh2XTN,3.918566182850663,60.1734,85.0,ZHS7WrfdJvwQAAktxfdtY8 > iok3x8o93USMsqaNYo6uPH > SksbnWtxLuQo4ALntsGPyu,Avignon,2021-01-28,Avignon > Hyères > Grenoble,371.56057263787
K2PtpbntMHgqxujJGMGLq8,14.533922611591883,79.38159999999999,217.0,AcyGoZ9ouwf3ghtMHkkHzn > 8BicsDk3YCZh7gH6xYNJhg > cWJuJNiF87Mor5oJZbrMek > Adtkg5CQgsA3v4oZCWtZAc > n3SvJtpBULFYhBNVLtHDWE > dLNAFeJyAoW6PHnKJHDani > neXvP6yuwvYXXWvJvsLcq8 > DNa26ixaQYnfYnTw2e8J3C > kZheJ7e4rVxpfmN96FAZ2b,Avignon,2021-01-28,Avignon > Chambéry > Cannes > Béziers > Antibes,1064.1884560536296
MwCocjHjrpEc9pVZMyLgjE,1.50295534249826,12.3984,36.0,m5yF7aZ8couRVvFCfybRYo,Avignon,2021-01-28,Avignon > Aix-en-Provence,69.61327298559026
Z7vGezjWxCgk4fztkcAsuq,13.34685834116533,72.3288,215.0,UNmWmemVijFFHRQQcRmim3 > GVQYmbYUn4u2S9TgVc3jBF > 5ScFJfLUY8U8JDug2vqrKR > S4CeGyvFgvp9Kkc7PDs7q3 > MFMtTxGJmSVSSfbxQNBF4W > FPxzrLA6SmSjLEN4ZfdXKN > NG9Hru5kGE3sT6g2RRLfqM > MPE9dduQiSowUC4VWU8PB2 > Y7Mk3MbjfmUNXbiEEt4T2X,Montauban,2021-01-28,Montauban > Toulouse > Niort > Mérignac > Montauban,733.2568822585945
2pCdjDDxchqCaEh8BJCQ6M,6.714067703326471,45.447100000000006,120.0,QMHT4Uk2WGh7MBcMcrPFMU > HdjoCujyUHAxg4qHAaVfyR > JpNUVFS8doHj5obX6zqNN5,Montauban,2021-01-28,Montauban > Limoges > La Rochelle,392.1214889185702
65DxYSR8rAxU9ixFw4QocC,1.6405597530071092,59.4384,42.0,NaTP2rzVBmT6KkPWTNroQh,Montauban,2021-01-28,Montauban > Bordeaux,178.82380000156851
dasnAjG3LaY4zMjrZXztqZ,11.165387782075204,10.0805,107.0,7sWbYYBRjDTZMdRaaFQQKX > MgKwWnEg4VFAxDwWtG84Jz > gppgG2pyVH5SnoxEgcDsfE > X9Hgife57oAxrMBG9qgHK6 > gDUVNNgVWYv9aRSMVKsyiX > cUDJwQu6vA3MwBwEw4RpQH > 4LnRSb6cPuqD7VMoGhctEo,Clermont-Ferrand,2021-01-29,Clermont-Ferrand > Villeurbanne > Saint-Étienne > Lyon > Bourges,481.083704540493
VyujGi2YTwy88aKKQU9PY2,6.394673540582488,78.7582,130.0,JJcDQqVcony4USnFDRMSXS > jcu3uLVDQo4nGvNFobH27h > C2YdYyydqViDGh58vyhBM4 > j4goyeuiePp5sdCBzVkhzt > kv8Nd8KfB6Ub9z6sNJhrid > X4wLdYp8EWf9BibmJeHSwq,Cergy,2021-01-29,Cergy > Épinay-sur-Seine > Versailles > Sarcelles,68.8237179879199
9fm6iyCZpcQk3McomFajNN,5.139006354028872,75.6,45.0,aNJEtNqELgbh7ysXukeTpf,Cergy,2021-01-29,Cergy > Saint-Nazaire,372.07282241989526
Y5XEnexXwyJikEKnNdBFNi,6.525749603806316,60.656200000000005,102.0,RX6SnZVY9utzyn4AfHa4U9 > 7rTxRz5xPnye5WhH9BehfN > K5BnnttDTcGAczyTFqmBUs > Tidfx2BB4U8aYm3yuPu5NJ,Cergy,2021-01-29,Cergy > Saint-Nazaire > Saint-Denis,757.4957882430008
Mtq2cWmdC8XcWtmugqRQVq,14.68285832920703,79.4351,253.0,cPxxKcQUjuPHHD764AFVMG > gFyMoDB86iZor6qDQ8qjnj > BiHGZsqWtXqq6v8wtSx27S > etBSrZa4b49WGRnTG5YE2C > ZT4BocYLbjoPCprChKXDcp > 4xCAunVhEp2vEPwfgUrBdf > htpwzYptvUZFpQLxcGGLdv > FxU7YhXpkTyvMoWXMQtdRE > LJcfZDn995cPqhq6yqpnH8,Cergy,2021-01-29,Cergy > Saint-Denis > Rouen > Rennes > Paris > Pantin > Orléans,813.147833412554
6hGcfbDJwGoECHudyFrZgF,9.77301927113173,36.4908,124.0,hMdr7vUi2WhUyjJhGSsPHM > aVHNiNg83xeYqYKCCo66Cz > GjUKQpswoujFqJDDo2XhjR > 7JdhzjKfMNKn4TyxLZXN6d,Cergy,2021-01-29,Cergy > Neuilly-sur-Seine > Nantes > Nanterre > Montreuil,715.5538880728162
BEqwgzRnvCMX3YfcCSkdzD,1.2576502678518848,56.6238,60.0,XKXnz6Dhp9Cg6ojDfDNHiW > F5YKaFtk6TccKp6muDJ5Yx,Cergy,2021-01-29,Cergy > Meaux,60.78781239213995
nVFrbdAtjeuNm9ErK2wusU,10.86343649253786,58.19820000000001,147.0,hYHPzpY7M3en2yGfiuA3wJ > Fevmnz9BFQCLHVQgeD5CNc > G8SZWPfU3bUCEYEWxAhSrJ > VhFcmLDSiPeY9AFV8Ejn2p > TFgeUMWfvzFHzCqFAMHhvj > 8tAvRk9BD34Dh88Eq6T7Es > aU6UJKZpx4AZB6dV5YdUfa,Cergy,2021-01-29,Cergy > Meaux > Maisons-Alfort > Le Mans > Le Blanc-Mesnil > Ivry-sur-Seine,497.7471329061137
jUBaY7wJay6EB5uwzcC8nq,13.479713829108128,64.2529,348.0,RNCpjMTd7KvyttgvUMjqLW > oQnLk5QmxqzCTKEpgdsr8Z > EFk5PpSWNwkcZeX9hh9FnL > B8NbpQieG5XFfRJy2d4Zhp > 6uytLuNFPLeQMVwsVtKjCF > 4KhkEt9TQkWsc4KLEGaLaL > UBpmLA33b3SHtR8EZvYrpM > PJ8vCuPjUZY8ZEDw5aGdKa > Sm8vnAAbyqBHG8jQ5Xp6Ln > k2DpJwwjFZk7XXMQwjtwvA > S4Yp7JWt7euSBYdX5zR4cA,Cergy,2021-01-29,Cergy > Ivry-sur-Seine > Dunkerque > Drancy > Créteil > Courcouronnes > Courbevoic,583.9205500309307
fcTBt58jYsu9zsooyFQnqH,13.122825829516188,63.124,227.0,EkSyq7a4cDNyQZZQfmtuRc > AGGh6MfqgEVChvbkHD5AL3 > 7piAgD2DQJhHeQjKfxVfNN > EH2Mk4pMgxKmGz4wUpKv7J > TvrCrr9MSEZwUzvgUqw3BN > XhUK2ErjprTNHhf2vT9C8H > dqsNALR2aMfscRSLjPvpzd > fqnhXNSZrmpoMU62NjVj7W,Cergy,2021-01-29,Cergy > Courbevoic > Colombes > Clichy > Cherbourg > Champigny-sur-Marne,635.1323543912988
JJThqJKWrbVwFqCwEKtKwp,0.9075380904330754,62.3462,75.0,bFJDsQtx44hGWhDZLdPd5g > jzUhMnSoQYJJ5ZLBsBLsKb,Cergy,2021-01-29,Cergy > Champigny-sur-Marne,41.05280871294708
5nYoqzUpcuKCxHcJud5XnP,10.065181162957144,52.781600000000005,149.0,Z4asT57sUHkAYeEWPMaNrc > 8PxqVu8YZEbi3LbBMT4c8T > FAB6K2TjPgwrhBaZuwYaTr > 6xyLpdxjr8oHjLdDEikKFv > 76eNKamFyJLwv3YKip9FCZ > n23cdUquonTnaZSZegYBzL > UYTvqx3B66ynhotN97xBTa,Cergy,2021-01-29,Cergy > Carrières-sur-Seine > Calais,250.22324181741698
Bn5BqcZCxe8CafRBBdazw7,4.462495672287251,36.615,57.0,KpPZnNET6mzq8GyNsJuwFM > mAESGeMANPg5oajGEcrtNH,Cergy,2021-01-29,Cergy > Caen,177.82410039396498
9xU3UQ9KDwAJv66hEJtrrT,9.899418625217647,71.0967,71.0,4QfBGEo5CnVDi6TqTmoCVZ > 6QGJPN4cgm3hxQ4yDCemdh,Cergy,2021-01-29,Cergy > Brest > Boulogne-sur-Mer,996.9977261910732
3Pf3ceQMzsEd5uwkwkor4W,3.5438461141766417,45.8005,28.0,5K6rZ5rULa8RnqkAp5arKS > WzjVGVmKsvnzeQvmPy6Cqd,Cergy,2021-01-29,Cergy > Boulogne-Billancourt,25.839997623437455
ab4DZJocvLCcsEAxayPHSq,5.665433914812354,47.9,155.0,XPHnqRdSxyj88vcWevbA4m > Q5ubuPDow3jfnbzsUQnaWa > 8fbq8ozmkPBzntEjYwUpk5 > JXNNMN8tkg8vHEokfCesYm > nhcXDM8BXBQpDh5QPKUQsX,Cergy,2021-01-29,Cergy > Beauvais > Aulnay-sous-Bois,105.66184580448203
nu7gtRdXXJg6ZZGjqC99id,1.906368619458876,62.6382,23.0,eSQHDNUv3EWG7NbejRgYgj,Cergy,2021-01-29,Cergy > Aulnay-sous-Bois,33.0244996659955
GbkgVjiiUQNRVKcJz4GWYN,5.22099083814885,71.4848,147.0,oQa7vqjxQ9ZyaNVBYrUwVh > PRxeNEYTBQhfC7TcqB3ifJ > 2L6o23XShNJbKoToq4Lxuu > BAdCF6oAyLu88byVF4xGHy > BUhqxCJj5kKBGiynZvMkGt > Rgk7pEaLUVwnWJm3bXUik9 > gPuLwkuH5FUha2DQojguLJ,Cergy,2021-01-29,Cergy > Aulnay-sous-Bois > Aubervilliers > Argenteuil,51.927870227122455
RpuwvLKV835N5rP72KkzoQ,3.612485032933329,41.8493,52.0,b3HdMZT9vQZTY6L4chaWXQ > Tm24nZJCvEvwMrdc6uSLGj,Cergy,2021-01-29,Cergy > Antony > Amiens,162.30426438006347
Xr7rmuyMyt7o8rwgmG6LTy,5.880641443940492,76.9263,98.0,igK46r5kYxKbeoSKRnEdUN > jr9EHAYtfCHaysXbibPTJf > mYWAmvtpMWGp5ZKNs36RXJ > f8Dkm3dFRz2343Yk8w3dVd,Reims,2021-01-29,Reims > Épinal,214.63343798209021
A8HcUDEa6sNFwPPi4b2G8w,14.760288838356756,76.86639999999998,166.0,mpGFEXRKn6YMuhh57bWmTc > neQocFxpj2sBqCsm5kjhRu > FX2kDcQ4xevmQFmddC2Uv8 > 68oUTadf8tcTYi8xvS9CwZ > bRFeLYCmiaMAtgWgqTqLNP > XghgStT9CSgDCtSfuQnVE2,Reims,2021-01-29,Reims > Épinal > Tourcoing > Strasbourg > Reims,1272.8384313625347
EyyBLUFsNEHnzRvj2MHrPd,21.35783443703807,45.5063,174.0,B5yQeoUbHYTABu24PFuLp4 > NTdiS3GVgKG44Hqn8QdP5G > 5PtYmvMb9UQfpKwBkxBYyb > VjQ2TyWBCKcQKCU6w4MPH5 > eVBKXuVXFVBrr8aUdVMovH > 2geDAzgcT4rcxUYXQT7AcY > J4HFTuMeQcJaK9joDHCdM7 > anpaneoALHhvzViuUJLbS9 > 4LbFiL6J8XAwF3JaU2AXpr,Reims,2021-01-29,Reims > Nancy > Mulhouse > Metz > Lille > Dijon > Colmar,1348.3120426060586
A58tMgZVPfe2ucEBcCSXTW,3.920085978100567,79.9294,61.0,SgtiWM23yjT2mxEC9rM5Nn > 4tsCBiJmGkBDACT5LRRsUo > ekeqfQrErdyiuw6frBspDp,Reims,2021-01-29,Reims > Colmar > Besançon > Belfort,490.5612378086736
YynuhMjThLGNaiiFaDAZiq,0.2875215460210882,6.4750000000000005,25.0,i9WV6cQCeWGzwsd65ZbUWS,Reims,2021-01-29,Reims > Belfort,275.0506714420403
bwyrJg9ujHtGQZBPemcEYF,21.398782819789226,46.73490000000001,364.0,CRTF9uwRdzJmZXfA8tK4j8 > T2PdFteyZqvg5FMJxDsEMK > WyjbDD7MGFWYaAAuqbHjM2 > M2PND5Nnaykru43T3j42hd > Y6XSAQZdEQzU3v57dtzaXj > Yvugv3Md5TbSxZaECAvaSY > SiBQNbLrSZ8pV2t5jFoRkR > aNnCbgNiASxx9pK7Ei9u5T > fMVxcDeteXweXSHsdsdivE > AYvERUk5pedxHJ9ESXesg4 > VhVDH843ZCnqTNwerEvX58 > HiXEVGTsu5UefZ6GeXLbRm > 4fGzvmPaUGUU23pSwdarHD > Mz9ZkpRnKpwg8CKpXS9fsU > LGYVnMeisjzTr6E2fbRn3n > f6CNjHGRijUi4AzBMMSRaw,Avignon,2021-01-29,Avignon > Vénissieux > Valence > Nîmes > Nice > Montélimar > Marseille > La Seyne-sur-Mer > Hyères,1080.2719132329103
UymeRgor9axi2dp37PpcoZ,14.648763697288665,67.4174,214.0,XCzwrMZhvW9qjPWGfxqYV2 > 42o4cMpPtv8iYRvRKYUsYo > UARKxAZTBumsXhyUyKUFR7 > Eob3ZpiwxznfxfWKjPDdVY > f8B25BMaeGFShV4VQ4beY2 > gzQT5YiVkqcKSpS5VMzi7e,Avignon,2021-01-29,Avignon > Grenoble > Chambéry > Cannes > Avignon,624.077593857256
HQKkNVVqxdfUGCy8rhnqQf,1.6683124410424708,58.386,87.0,nA3Z8zRZhZyVXAkDnYU2eF > BTT66csXGFtVdAKAPaMkrQ > 3b3SeXD2zJQdkaXxXThbU2,Avignon,2021-01-29,Avignon,0.0
FJq7qmtCazLRV8mMykmKu3,13.048535729861424,79.26940000000002,180.0,a57eMpAGget9GH98iSnK6T > R7WQqGCiLFqtCJMQDpXMXM > DPJ6azg4iQkr9KtoUy8unc > K6QRFgVFtqXrsRLtmnQvJc > drv3nJykXmXkBo2qkXMwCU > KmiA7vmj3czdCgfhCWxwks > o8dQZ386S9nvB57ZazxY2g > DtozcxTibsJyAy92u4BQwU,Avignon,2021-01-29,Avignon > Antibes > Annecy > Aix-en-Provence,732.8900972794041
8TYpxftDtVSgcTJ3F2kgqw,1.1384691399101967,10.2186,42.0,QivmPZ6nokcrCLGXuofGBn,Avignon,2021-01-29,Avignon > Aix-en-Provence,69.61327298559026
i6nHsVEpxyRV5vwbBMhYuG,23.865729938222223,65.9991,351.0,ZJCVgWJjRAXyipsW3iVfVS > SoMUxurbaKp8Puu3HC63t6 > Pk5Jexh93juQ5frUTtiGcn > QLrYqRg5GNmQbfVKMUKUM7 > dqH9VhqQb28KYevEzQTAR2 > dbs2fXAfYYpiG6tebFEZpR > FMHdtE6xJhEYCFsz3vjghn > WxtaBjXpLAifeUyXvqimeE > Ta6QZoVfmKh55fRM5QFTDC > mXgNtsCaYwFww9iNgqPdg7,Montauban,2021-01-29,Montauban > Toulouse > Poitiers > Pessac > Niort > Mérignac > Montauban > Limoges > La Rochelle,1510.3015127949702
9NNrmG3EJGDU3MzgUoHQBQ,3.2662443807026325,0.12,60.0,gGTU3rqgCYVWZ3BdTZf5Jo > P37h3T7Tb2x6hf6L4itEck,Montauban,2021-01-29,Montauban > La Rochelle > Bordeaux,462.1732992655442
VsQtHrV3HYB6qq5sgtJGyU,13.520085021294182,41.8057,263.0,BcqccQpZYqsEZvNqXGAWDe > 7dRReeW3NfeyufWd2GT6oa > XVbth7TGDCHVqJEKED3S86 > Acct42ZidGD2WE9uSAm9Ds > efNuWgHtVzqqP2pkyYg4NF > iBxA2Bv4WQH6tdnfNriwE6 > 3bRxDHgg9BBsm4CZBecQrP > jQ8JbqipkNgkPK8NmnYvFT > jw9TppYNHQsVpVRozfH8UF > 3wxYNj7LYdmCTVxJHGRScv > mH4PGTKe4hx4BPVEa34tbP > 3dWzRjpKwyaGykeYeeegYe,Clermont-Ferrand,2021-01-30,Clermont-Ferrand > Villeurbanne > Saint-Étienne > Lyon > Clermont-Ferrand > Bourges,533.1311578407351
GbkgVjiiUQNRVKcJz4GWYN,11.20710273741713,74.48290000000001,109.0,5h7L7jfgLSmYJoiyZ3P8xk > 8exKhWqKK5TWwtfAgLa64Z > Shc9m7RpyXPSaZUcKukTik > iQgwybCPjZYxFMEBTPD9MW > E7ZJmDxznjKpvRfVjtWm6M > aubriBcz89d5i3qvm5Kinz,Cergy,2021-01-30,Cergy > Épinay-sur-Seine > Vitry-sur-Seine > Saint-Nazaire > Saint-Maur-des-Fossés,809.1515851460952
BruTTsspEgjKDeouveHNUv,11.71330811348583,73.2756,129.0,NbFogPyqUS7duYp8ESyaUN > VEghWoxhrqKA9KDnuoov7f > X7u6ZJ2zNKTvjqkmwvR7AX > FWxCyMjeykzr9cHgmAJ3KQ > bpx24CweVkod9cg5xGxMqS > VEJxN9dxmNoY76tjfj2kMo > Qz9MiQedhaghx76NUCh9sE > Bmc6oPX2mDrMeDL6KUMPdt,Cergy,2021-01-30,Cergy > Saint-Maur-des-Fossés > Saint-Denis > Rueil-Malmaison > Rouen > Rennes > Quimper,606.524469904961
6HdXXZ3c2fN4ckEtvKJaXQ,11.771688400398752,81.232,237.0,2JNCGbzpT7kFCGHWhcncfM > JeHnuHnD4XTPy9dGpsLQDi > daCzxyhRytmiEyhBgGTw7M > CrZxHzA6S3mYktZ9hARBXY > 299hcv7PCk7PY9Nxx4XR5C > DUseQm2omPN4zrLxY3yRud > WTXfXQRRe6qqFSq4P4RYPK > 6AgEs6ExymkPqrtcSE2tKZ,Cergy,2021-01-30,Cergy > Paris > Pantin > Orléans > Noisy-le-Grand,266.52506119517807
SciEgeS6TGu9umbdSYvjYo,9.31130153765999,76.9074,166.0,DsXFaBgkFsmphxXSDspQu3 > 5E8gYjuB5ztcCe39UTpHWm > 4hcwdjm8jb7QFfb8hUQ4BR > ccfhpqnDUjaQWamShWGess > 846VTY7XZ2DoL6K3g4q457,Cergy,2021-01-30,Cergy > Neuilly-sur-Seine > Nantes > Nanterre,697.0330052220673
nu7gtRdXXJg6ZZGjqC99id,0.3632654725393691,50.763,75.0,oMZzisWKrR39XHvyUmVwzm > 7tLtD3QTZZUy85haUFEust,Cergy,2021-01-30,Cergy > Nanterre > Montreuil,36.644928104411306
93ZXB3UY9QiLtm85bjG5Fp,14.818154768984009,73.6607,268.0,5XoHkBsVMxY7tFsoFP5W6q > bvEWt87JxcZrhR7c2Ne38m > SjhNEKtM32HkUFKLB3DFbX > CJBmDwoVru3qiEg2QnPgwp > SaR6o9Nn9HuMWRVdQXtqCe > CpkhsUrv5GDnquAuoQFVv2 > gFavJjuf7D7Pn36pXpQ5q8 > 522FTWetwaGKPkF6Dh432a > LwEtdu3Rs2LQtKqDm77Q9P,Cergy,2021-01-30,Cergy > Meaux > Maisons-Alfort > Levallois-Perret > Le Mans > Le Havre > Le Blanc-Mesnil,642.8133611570244
Ac4Ywptf5faCzxS8JJvqP7,0.7611636824575917,17.1414,53.0,oA2odmAKdkcEcXzh6ScbwZ > AkXj83WTa228k2EK5hjLGr,Cergy,2021-01-30,Cergy > Ivry-sur-Seine > Drancy,48.76125559555295
nVFrbdAtjeuNm9ErK2wusU,6.053887061199756,80.16329999999999,168.0,BnQeGsi9Y7KshG8zEWkezG > HVm3JKpbYygMDd5XmhkhXz > bLtfTTnFuxdNeZ7RnuNYX3 > P8oAyWkz66tNsCWxjwpTMd > evU9AD7SDUU8QhyfTJZzQh > P2FeXSQQxLvEF56vCNSGpn > bVFc6KiLuoTezcSVafgQrr > QHKfe5Spi2cfLgvws33mHT,Cergy,2021-01-30,Cergy > Drancy > Créteil > Courcouronnes,64.82590499328394
fcTBt58jYsu9zsooyFQnqH,6.473453367261566,66.443,81.0,9VCuUZET4sucucmMrYaR9X > mataAJPZjtDj7J8AMt9JgF > KaSTw5rn8UEyA6fqq7LRST > eKGDs3o3qeHLEZznVKk3Xs,Cergy,2021-01-30,Cergy > Courcouronnes > Courbevoic,86.18560944549161
H4RUnKZSceAatJhAKxPUhw,7.526852914337661,80.24690000000001,173.0,QEAPqYQkJPyGjbeF3zBhf9 > 68rmrEyDCfZ86LR7YNqzu7 > 2p5A5QDrYsWT3KPAhSgULo > NURsed8o3cANaBfWGnWu55 > AkaaMMyUQK6FTSD9M5soiY > 3ZmandDjCyxRzp9VMLE6cD > 7zR7VZgi3SoECBdBvv4XVZ,Cergy,2021-01-30,Cergy > Colombes > Clichy > Cherbourg,317.8796434906002
EogYpEdY7X4vRkfRmEseXQ,6.488543131196894,66.2226,83.0,Jjbt5xwAsfis7s7R8Djdfe > UnLiqfeWhCy9HuQk9JBJVk > 7Gvb6899dXx6XLgmmD2wUx > 8cCWG5xrzXexTg2myx8vuR,Cergy,2021-01-30,Cergy > Cherbourg > Champigny-sur-Marne > Carrières-sur-Seine,605.4534992764935
3Pf3ceQMzsEd5uwkwkor4W,23.249620471295785,51.8511,255.0,K9P7HNvyPEMVkH3fqRUW7D > hY7GBtzJ37vaWVUXbWUtEo > iqwrsWtzunZe9s5JnGAkr7 > HmfqWo7dT4FgKQRV944vB6 > ExkWw5EaKtkEaSq97sYN7s > mWZdpcFKtXVy8SjCmLcLso > TPJ85bSXkP6eDjyn6Fk2Nc > PHii5cyrqgn2rRDdU3TwMS > 5aBvSNTN9gKtUtQ3etyQYs > 6ZX9xMev4ZREuZS6woFGRU,Cergy,2021-01-30,Cergy > Calais > Caen > Brest > Boulogne-sur-Mer > Boulogne-Billancourt,1506.2823989314406
58N29qXLGqVEkuFkyKkP7U,4.162466583118748,54.7146,83.0,76DXB6Yx3NacGooHkMACZL > TnDX5BRwJHTAGTJp24HbqC > 6UnJXtgQZehzCmQJZc8nzi,Cergy,2021-01-30,Cergy > Beauvais > Aulnay-sous-Bois > Aubervilliers,114.0118685494271
VXGz8WBqzaqhUdLPD9ZuKc,3.3364944728793877,75.5976,74.0,5fcR59VFtcgiwafvPf2doV > EyQozPVSssQYegSDp642b4 > imob7SFHcb2PFEbgqSt9KG > 2Uea5VW4hoMrZsZEWVoD7A,Cergy,2021-01-30,Cergy > Aubervilliers > Argenteuil > Antony,59.69986021137176
GaW37BVWbRWk2CndBgX2dq,2.5829799344199555,6.734,26.0,D2yK995LqbriXLWtvMk4JU,Cergy,2021-01-30,Cergy > Amiens,96.6865846198458
fotCJxT7Yq98RZAtnBYsBa,8.070160075248927,71.6942,109.0,NWM24BkQvBeQVGLt4SpBGE > QBpit275u6n9qvJ4LAXhju > HnimAP7tEUJExUPsKp6dbY > JwAdJh5kFM7XrtaFwfgepi > 8ybToPGiV7yUEHjKjwSwGF,Reims,2021-01-30,Reims > Épinal > Troyes,390.8518620608621
A8HcUDEa6sNFwPPi4b2G8w,15.937008340912538,58.627,93.0,QiJygF5NzXNirPeuSVTpku > hbDCwKsHPDnRsS4ECxn2JD > FFwzpTRRfLPxEA35gguv5B > ecRUNypaC4H5USJeCsSdv4 > Q2d7SpNXsUQSmrfyJKzPkj,Reims,2021-01-30,Reims > Tourcoing > Strasbourg > Roubaix > Reims,1154.3694351988456
RLmj83jdipiUKCPquB63GS,22.126389831933245,71.25450000000001,315.0,St436i3KybH6Zuu7k2Rs4n > LVBJpMqaUAuqqNsBLQG7ju > bPCFaggwP3bMZkFDXBBvXZ > F2EcEDjLZRpyADJeSK3W9J > fRgzLbZ4F8tkBw8CRn4a2a > NXVQkkimBLqxxZgm9oUuV4 > FWoYFGtvmyBzvrrKxzS6ru > Xh7AhZBrQXkcyCmaoAATck > kBLQkMY2aC3gT2TzEfkKNh > hs3vJFDVzZXi35mkZMhwpf,Reims,2021-01-30,Reims > Nancy > Mulhouse > Metz > Lille > Dijon > Colmar,1348.3120426060586
FLEYuoCUEQsqRToEiKHxnR,1.4936043624974975,18.0576,22.0,CWoKjdxzQeC74evnqyhtio,Reims,2021-01-30,Reims > Besançon,268.67546084560286
JbBW6iU3N8cJ2KaXKnxjNw,12.96237392736844,69.07780000000001,185.0,Lz8iS8Mbg35AhYcPfKwFM7 > e7r98ZT93cUYDGSjsApcze > N22Czyjqzfz2kwFsxgXXuZ > ZpgpwyJVgHYE9gpzpLmB5R > 4jaFme6QTwcmt9hqVjDD3m > LCNAbseimZqQPKxiWrg5vQ > YcUbu7brZQGdx9LxBvmu9z,Avignon,2021-01-30,Avignon > Vénissieux > Valence > Toulon > Nîmes > Montpellier,692.5773315542704
QCseeJFGxzUAKSwuWh2XTN,1.131288505292142,18.3399,58.0,n76gabirNGRzS3MvkRx77w > QTPjCqpTgZagUzU73W8u6P,Avignon,2021-01-30,Avignon > Montpellier,83.61391684967309
FU8jD4YmBfGYfTeTaAsegM,1.327165277284073,69.916,44.0,NeUpnQYZgb79cUqJGqBrMk,Avignon,2021-01-30,Avignon > Marseille,85.62663573795768
